deputat,perc_for,votes_for,tvo,oblast,year,info,proposed,registration,gender,age,birthday,job,city_living,party,tvo_pres,pres_candidate,pres_perc_for,pres_votes_for,winner,average_age,pop_change,region_ideology,previous,ever,funding,power_status,party_ideology,prop_election_forecast,fixed_previous,funding_fixed,true_prob,true_prob_sum,true_prob_two_1
Лях Вадим Михайлович,,,47,Донецька область,2019,"народився 16 березня 1973 року в селі Красносілка Комінтернівського району Одеської області, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, Слов’янський міський голова, член Політичної партії ""ОПОЗИЦІЙНИЙ БЛОК"", проживає в місті Слов’янськ Донецької області, судимість відсутня, суб’єкт висування – Політична партія ""ОПОЗИЦІЙНИЙ БЛОК"".",політична партія опозиційний блок,2019-06-25,M,46.0,1973-03-16,city_village head,проживає в місті Слов’янськ Донецької області,політична партія опозиційний блок,47.0,Вілкул Олександр,7.21607485478487,5491,,42.5,,blue,False,False,0.0,no,blue,,,0.0,0.32376766,2.7084455,0.11954003
Солод Юрій Васильович,,,47,Донецька область,2019,"народився 27 квiтня 1972 року в селі Красний Кут Антрацитівського району Луганської області, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, народний депутат України, член Політичної партії ""ОПОЗИЦІЙНА ПЛАТФОРМА – ЗА ЖИТТЯ"", проживає в місті Києві, судимість відсутня, суб’єкт висування – Політична партія ""ОПОЗИЦІЙНА ПЛАТФОРМА – ЗА ЖИТТЯ"".",політична партія опозиційна платформа  за життя,2019-06-19,M,47.0,1972-04-27,народний депутат України,проживає в місті Києві,політична партія опозиційна платформа  за життя,47.0,Бойко Юрій,45.0232607038663,34260,,42.5,,blue,True,True,12090.0,no,blue,,True,12090.0,0.9217515,2.7084455,0.3403249
Лілеєв Сергій Вікторович,,,47,Донецька область,2019,"народився 3 травня 1984 року в місті Лозова Харківської області, громадянин України, протягом останніх п’яти років проживає на території України, освіта професійно-технічна, тимчасово не працює, член політичної партії Всеукраїнське об’єднання ""Свобода"", проживає в місті Слов’янськ Донецької області, судимість відсутня, суб’єкт висування – політична партія Всеукраїнське об’єднання ""Свобода"".",політична партія всеукраїнське обєднання свобода,2019-06-25,M,35.0,1984-05-03,тимчасово не працює,проживає в місті Слов’янськ Донецької області,політична партія всеукраїнське обєднання свобода,47.0,Кошулинський Руслан,0.3153993744579069,240,,42.5,,blue,False,False,0.0,no,orange,,,0.0,0.32872546,2.7084455,0.121370524
Кіселевич Андрій Аркадійович,,,47,Донецька область,2019,"народився 8 грудня 1977 року в місті Дніпродзержинськ Дніпропетровської області, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, керівник проекту, ГО ""Громадський рух ""Слуга народу"", безпартійний, проживає в місті Буча Київської області, судимість відсутня, самовисування.",самовисування,2019-06-22,M,42.0,1977-12-08,керівник,проживає в місті Буча Київської області,Other,47.0,,0.0,0,,42.5,,blue,False,False,0.0,no,grey,,,0.0,0.20527844,2.7084455,0.07579198
Недава Олег Анатолійович,,,47,Донецька область,2019,"народився 26 жовтня 1969 року в місті Макіївка Червоногвардійського району Донецької області, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, народний депутат України, член ПОЛІТИЧНОЇ ПАРТІЇ ""НАШ КРАЙ"", проживає в селі Нещерів Обухівського району Київської області, судимість відсутня, самовисування.",самовисування,2019-06-12,M,50.0,1969-10-26,народний депутат України,проживає в селі Нещерів Обухівського району Київської області,Other,47.0,,0.0,0,,42.5,,blue,True,True,12090.0,no,grey,,,0.0,0.92892253,2.7084455,0.34297258
Єфімов Максим Олександрович,,,48,Донецька область,2019,"народився 31 грудня 1976 року в місті Києві, громадянин України, протягом останніх п’яти років проживає на території України, освіта загальна середня, тимчасово не працює, безпартійний, проживає в місті Києві, судимість відсутня, самовисування.",самовисування,2019-06-14,M,43.0,1976-12-31,тимчасово не працює,проживає в місті Києві,Other,48.0,,0.0,0,,42.5,,blue,False,False,0.0,no,grey,,,0.0,0.20527844,1.6908766,0.12140356
Тихоненко Олександр Володимирович,,,48,Донецька область,2019,"народився 12 сiчня 1974 року в місті Барвінкове Харківської області, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, директор ПП ""Асистент-Сервіс"", генеральний директор ТОВ ""Корпорація Споживачів"", безпартійний, проживає в місті Краматорськ Донецької області, судимість відсутня, самовисування.",самовисування,2019-06-23,M,45.0,1974-01-12,директор,проживає в місті Краматорськ Донецької області,Other,48.0,,0.0,0,,42.5,,blue,False,False,0.0,no,grey,,,0.0,0.20527844,1.6908766,0.12140356
Шевченко Олександр Павлович,,,48,Донецька область,2019,"народився 17 серпня 1959 року в селі Низше-Селене Борівського району Харківської області, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, директор, ТОВ ""СКСП"", член Політичної партії ""ОПОЗИЦІЙНА ПЛАТФОРМА – ЗА ЖИТТЯ"", проживає в місті Краматорськ Донецької області, судимість відсутня, суб’єкт висування – Політична партія ""ОПОЗИЦІЙНА ПЛАТФОРМА – ЗА ЖИТТЯ"".",політична партія опозиційна платформа  за життя,2019-06-24,M,60.0,1959-08-17,директор,проживає в місті Краматорськ Донецької області,політична партія опозиційна платформа  за життя,48.0,Бойко Юрій,37.2327085533263,33849,,42.5,,blue,False,False,0.0,no,blue,,,0.0,0.19781868,1.6908766,0.11699179
Зубов Валентин Сергійович,,,48,Донецька область,2019,"народився 10 червня 1946 року в місті Самарканд, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, пенсіонер, член Політичної партії ""Народно-трудовий союз України"", проживає в місті Києві, судимість відсутня, самовисування.",самовисування,2019-06-11,M,73.0,1946-06-10,пенсіонер,проживає в місті Києві,Other,48.0,,0.0,0,,42.5,,blue,False,True,0.0,no,grey,,,0.0,0.13365534,1.6908766,0.079045
Єфімов Максим Вікторович,,,48,Донецька область,2019,"народився 1 листопада 1974 року в місті Петропавловськ Північно-Казахстанської області, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, народний депутат України, безпартійний, проживає в смт Біленьке міста Краматорськ Донецької області, судимість відсутня, самовисування.",самовисування,2019-06-17,M,45.0,1974-11-01,народний депутат України,проживає в смт Біленьке міста Краматорськ Донецької області,Other,48.0,,0.0,0,,42.5,,blue,True,True,11930.0,no,grey,,True,11930.0,0.9488457,1.6908766,0.5611561
Сівохо Сергій Анатолійович,,,49,Донецька область,2019,"народився 8 лютого 1969 року в місті Донецьку, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, креативний продюсер, ТОВ ""Квартал 95"", безпартійний, проживає в місті Києві, судимість відсутня, суб’єкт висування – ПОЛІТИЧНА ПАРТІЯ ""СЛУГА НАРОДУ"".",політична партія слуга народу,2019-06-25,M,50.0,1969-02-08,Other,проживає в місті Києві,Other,49.0,,0.0,0,,42.5,,blue,False,False,0.0,yes,orange,,,0.0,0.13630468,1.8027891,0.075607665
Колесніков Борис Вікторович,,,49,Донецька область,2019,"народився 25 жовтня 1962 року в місті Маріуполь Донецької області, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, президент, ТОВ ""Хокейний клуб ""Донбас"", член Політичної партії ""ОПОЗИЦІЙНИЙ БЛОК"", проживає в місті Українка Обухівського району Київської області, судимість відсутня, суб’єкт висування – Політична партія ""ОПОЗИЦІЙНИЙ БЛОК"".",політична партія опозиційний блок,2019-06-25,M,57.0,1962-10-25,президент,проживає в місті Українка Обухівського району Київської області,політична партія опозиційний блок,49.0,Вілкул Олександр,12.217513295218401,10407,,42.5,,blue,False,True,0.0,no,blue,,,0.0,0.5155328,1.8027891,0.285964
Маланчук Ярослав Богданович,,,49,Донецька область,2019,"народився 9 серпня 1967 року в селі Сарни Яворівського району Львівської області, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, голова правління, ОСББ ""Леваневського 45"", член політичної партії Всеукраїнське об’єднання ""Свобода"", проживає в місті Костянтинівка Донецької області, судимість відсутня, суб’єкт висування – політична партія Всеукраїнське об’єднання ""Свобода"".",політична партія всеукраїнське обєднання свобода,2019-06-25,M,52.0,1967-08-09,голова,проживає в місті Костянтинівка Донецької області,політична партія всеукраїнське обєднання свобода,49.0,Кошулинський Руслан,0.275883119475,235,,42.5,,blue,False,False,0.0,no,orange,,,0.0,0.71124226,1.8027891,0.39452326
Гнатенко Валерій Сергійович,,,49,Донецька область,2019,"народився 3 лютого 1967 року в місті Дружківка Донецької області, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, Дружківський міський голова, член Політичної партії ""ОПОЗИЦІЙНА ПЛАТФОРМА – ЗА ЖИТТЯ"", проживає в місті Дружківка Донецької області, судимість відсутня, суб’єкт висування – Політична партія ""ОПОЗИЦІЙНА ПЛАТФОРМА – ЗА ЖИТТЯ"".",політична партія опозиційна платформа  за життя,2019-06-24,M,52.0,1967-02-03,city_village head,проживає в місті Дружківка Донецької області,політична партія опозиційна платформа  за життя,49.0,Бойко Юрій,40.6686937227786,34642,,42.5,,blue,False,False,0.0,no,blue,,,0.0,0.32697496,1.8027891,0.18137172
Кюрджиєв Сосо Полікарпович,,,49,Донецька область,2019,"народився 16 червня 1961 року в селі Ганахлеба Дманисського району,Грузія, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, директор, ПП ""САФ ""Єлізавета"", безпартійний, проживає в місті Авдіївка Донецької області, судимість відсутня, суб’єкт висування – ПОЛІТИЧНА ПАРТІЯ ""СИЛА І ЧЕСТЬ"".",політична партія сила і честь,2019-06-25,M,58.0,1961-06-16,директор,проживає в місті Авдіївка Донецької області,Other,49.0,,0.0,0,,42.5,,blue,False,False,0.0,no,orange,,,0.0,0.1127344,1.8027891,0.06253333
Требушкін Руслан Валерійович,,,50,Донецька область,2019,"народився 27 листопада 1975 року в місті Донецьку, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, Покровський міський голова, безпартійний, проживає в місті Покровськ Донецької області, судимість відсутня, суб’єкт висування – Політична партія ""ОПОЗИЦІЙНИЙ БЛОК"".",політична партія опозиційний блок,2019-06-25,M,44.0,1975-11-27,city_village head,проживає в місті Покровськ Донецької області,Other,50.0,,0.0,0,,42.5,,blue,False,False,0.0,no,blue,,,0.0,0.30831218,1.4191685,0.21724847
Аксьонов Андрій Анатолійович,,,50,Донецька область,2019,"народився 2 лютого 1971 року в смт Новодонецьке міста Добропілля Донецької області, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, Добропільський міський голова, безпартійний, проживає в смт Новодонецьке міста Добропілля Донецької області, судимість відсутня, самовисування.",самовисування,2019-06-04,M,48.0,1971-02-02,city_village head,проживає в смт Новодонецьке міста Добропілля Донецької області,Other,50.0,,0.0,0,,42.5,,blue,False,False,0.0,no,grey,,,0.0,0.4570321,1.4191685,0.3220422
Пащенко Світлана Володимирівна,,,50,Донецька область,2019,"народилася 2 липня 1967 року в місті Добропілля Донецької області, громадянка України, протягом останніх п’яти років проживає на території України, освіта вища, менеджер з персоналу відділу кадрів, ТОВ ""Добросервіс"", член політичної партії Всеукраїнське об’єднання ""Свобода"", проживає в місті Добропілля Донецької області, судимість відсутня, суб’єкт висування – політична партія Всеукраїнське об’єднання ""Свобода"".",політична партія всеукраїнське обєднання свобода,2019-06-25,F,52.0,1967-07-02,Other,проживає в місті Добропілля Донецької області,політична партія всеукраїнське обєднання свобода,50.0,Кошулинський Руслан,0.320593480901163,293,,42.5,,blue,False,False,0.0,no,orange,,,0.0,0.23135504,1.4191685,0.16302155
Остріков Володимир Олегович,,,50,Донецька область,2019,"народився 5 листопада 1977 року в місті Красноармійськ  Донецької області, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, начальник відділу по роботі з персоналом, Львівська митниця Державної фіскальної служби України, безпартійний, проживає в місті Львові, судимість відсутня, самовисування.",самовисування,2019-06-19,M,42.0,1977-11-05,начальник,проживає в місті Львові,Other,50.0,,0.0,0,,42.5,,blue,False,False,0.0,no,grey,,,0.0,0.20527844,1.4191685,0.14464699
Мотрій Олександр Володимирович,,,50,Донецька область,2019,"народився 4 листопада 1971 року в місті Красноармійськ Донецької області, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, директор, ТОВ ""Олімпіас Груп"", безпартійний, проживає в смт Черкаське Новомосковського району Дніпропетровської області, судимість відсутня, самовисування.",самовисування,2019-06-22,M,48.0,1971-11-04,директор,проживає в смт Черкаське Новомосковського району Дніпропетровської області,Other,50.0,,0.0,0,,42.5,,blue,False,False,0.0,no,grey,,,0.0,0.21719071,1.4191685,0.15304083
Савченко Надія Вікторівна,,,51,Донецька область,2019,"народилася 11 травня 1981 року в місті Києві, громадянка України, протягом останніх п’яти років проживає на території України, освіта вища, народний депутат України, член ПОЛІТИЧНОЇ ПАРТІЇ ""ГРОМАДСЬКО-ПОЛІТИЧНА ПЛАТФОРМА НАДІЇ САВЧЕНКО"", проживає в місті Києві, судимість відсутня, суб’єкт висування – ПОЛІТИЧНА ПАРТІЯ ""ГРОМАДСЬКО-ПОЛІТИЧНА ПЛАТФОРМА НАДІЇ САВЧЕНКО"".",політична партія громадськополітична платформа надії савченко,2019-06-24,F,38.0,1981-05-11,народний депутат України,проживає в місті Києві,Other,51.0,,0.0,0,,42.5,,blue,True,True,0.0,no,grey,,,0.0,0.6648957,2.2864552,0.29079762
Веселова Наталія Василівна,,,51,Донецька область,2019,"народилася 27 серпня 1975 року в місті Слов’янськ Донецької області, громадянка України, протягом останніх п’яти років проживає на території України, освіта вища, народний депутат України, член Політичної партії ""Сила Людей"", проживає в місті Донецьку, судимість відсутня, суб’єкт висування – Політична партія ""Сила Людей"".",політична партія сила людей,2019-06-25,F,44.0,1975-08-27,народний депутат України,проживає в місті Донецьку,політична партія сила людей,51.0,,0.0,0,,42.5,,blue,True,True,0.0,no,orange,,,0.0,0.76037157,2.2864552,0.33255476
Вєтров Сергій Олександрович,,,51,Донецька область,2019,"народився 19 травня 1978 року в місті Макіївка Донецької області, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, адвокат, безпартійний, проживає в місті Києві, судимість відсутня, самовисування.",самовисування,2019-06-25,M,41.0,1978-05-19,адвокат,проживає в місті Києві,Other,51.0,,0.0,0,,42.5,,blue,False,False,0.0,no,grey,,,0.0,0.20527844,2.2864552,0.08978022
Весьолкін Володимир Юрійович,,,51,Донецька область,2019,"народився 4 грудня 1978 року в місті Горлівка Донецької області, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, керівник, Військово-цивільна адміністрація селища Зайцеве Бахмутського району Донецької області, безпартійний, проживає в місті Горлівка Донецької області, судимість відсутня, самовисування.",самовисування,2019-06-12,M,41.0,1978-12-04,керівник,проживає в місті Горлівка Донецької області,Other,51.0,,0.0,0,,42.5,,blue,False,False,0.0,no,grey,,,0.0,0.20527844,2.2864552,0.08978022
Житінський Ігор Юрійович,,,51,Донецька область,2019,"народився 15 травня 1977 року в місті Норильськ Красноярського краю, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, голова, громадська спілка ""Всеукраїнська асоціація автостанцій"", безпартійний, проживає в селі Богородичне Слов’янського району Донецької області, судимість відсутня, самовисування.",самовисування,2019-06-21,M,42.0,1977-05-15,голова,проживає в селі Богородичне Слов’янського району Донецької області,Other,51.0,,0.0,0,,42.5,,blue,False,False,0.0,no,grey,,,0.0,0.4506309,2.2864552,0.19708714
Коновалюк Валерій Ілліч,,,52,Донецька область,2019,"народився 31 серпня 1966 року в місті Донецьку, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, голова, ГО ""Нова Україна"", безпартійний, проживає в селі Здорівка Васильківського району Київської області, судимість відсутня, суб’єкт висування – Політична партія ""ОПОЗИЦІЙНИЙ БЛОК"".",політична партія опозиційний блок,2019-06-25,M,53.0,1966-08-31,голова,проживає в селі Здорівка Васильківського району Київської області,Other,52.0,,0.0,0,,42.5,,blue,False,True,0.0,no,blue,,,0.0,0.7050901,2.2439013,0.3142251
Захарченко Олександр Костянтинович,,,52,Донецька область,2019,"народився 11 березня 1957 року в місті Макаров Сахалінської області, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, начальник очисних споруд, Торецький ВУВКГ КП ""Вода Донбаса"", член політичної партії Всеукраїнське об’єднання ""Свобода"", проживає в місті Торецьк Донецької області, судимість відсутня, суб’єкт висування – політична партія Всеукраїнське об’єднання ""Свобода"".",політична партія всеукраїнське обєднання свобода,2019-06-25,M,62.0,1957-03-11,начальник,проживає в місті Торецьк Донецької області,політична партія всеукраїнське обєднання свобода,52.0,Кошулинський Руслан,0.30996848219634804,119,,42.5,,blue,False,False,0.0,no,orange,,,0.0,0.40811104,2.2439013,0.18187566
Пахомов Євген Анатолійович,,,52,Донецька область,2019,"народився 10 березня 1974 року в місті Часів Яр Артемівської міськради Донецької області, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, головний інженер, ТОВ ""Євромінерал"", безпартійний, проживає в місті Часів Яр Бахмутського району Донецької області, судимість відсутня, самовисування.",самовисування,2019-06-15,M,45.0,1974-03-10,головний інженер,проживає в місті Часів Яр Бахмутського району Донецької області,Other,52.0,,0.0,0,,42.5,,blue,False,False,0.0,no,grey,,,0.0,0.20527844,2.2439013,0.09148283
Ленко Микола Миколайович,,,52,Донецька область,2019,"народився 2 вересня 1973 року в селищі Щербинівка міста Дзержинськ Донецької області, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, Новгородський селищний голова міста Торецьк Донецької області, безпартійний, проживає в смт Новгородське міста Торецьк Донецької області, судимість відсутня, самовисування.",самовисування,2019-06-12,M,46.0,1973-09-02,city_village head,проживає в смт Новгородське міста Торецьк Донецької області,Other,52.0,,0.0,0,,42.5,,blue,False,False,0.0,no,grey,,,0.0,0.4570321,2.2439013,0.20367746
Рибак Ігор Анатолійович,,,52,Донецька область,2019,"народився 27 серпня 1971 року в місті Маріуполь Донецької області, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, голова правління, ПрАТ ""Торецький хлібокомбінат"", безпартійний, проживає в місті Торецьк Донецької області, судимість відсутня, самовисування.",самовисування,2019-06-18,M,48.0,1971-08-27,голова,проживає в місті Торецьк Донецької області,Other,52.0,,0.0,0,,42.5,,blue,False,False,0.0,no,grey,,,0.0,0.46838957,2.2439013,0.20873894
Філімонов Владислав Євгенович,,,57,Донецька область,2019,"народився 31 травня 1993 року в місті Донецьку, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, тимчасово не працює, член Політичної партії ""ОПОЗИЦІЙНА ПЛАТФОРМА – ЗА ЖИТТЯ"", проживає в місті Києві, судимість відсутня, суб’єкт висування – Політична партія ""ОПОЗИЦІЙНА ПЛАТФОРМА – ЗА ЖИТТЯ"".",політична партія опозиційна платформа  за життя,2019-06-24,M,26.0,1993-05-31,тимчасово не працює,проживає в місті Києві,політична партія опозиційна платформа  за життя,57.0,Бойко Юрій,30.632723415539605,28879,,42.5,,blue,False,False,0.0,no,blue,,,0.0,0.074330874,1.6156626,0.046006434
Зорба Костянтин Костянтинович,,,57,Донецька область,2019,"народився 11 жовтня 1979 року в місті Шахтарськ Донецької області, громадянин України, протягом останніх п’яти років проживає на території України, освіта професійно-технічна, тимчасово не працює, безпартійний, проживає в місті Шахтарськ Донецької області, судимість відсутня, самовисування.",самовисування,2019-06-20,M,40.0,1979-10-11,тимчасово не працює,проживає в місті Шахтарськ Донецької області,Other,57.0,,0.0,0,,42.5,,blue,False,False,0.0,no,grey,,,0.0,0.20527844,1.6156626,0.12705527
Салгалов Вячеслав Сергійович,,,57,Донецька область,2019,"народився 19 лютого 1980 року в селі Талаківка міста Маріуполь Донецької області, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, Талаківський селищний голова, безпартійний, проживає в смт Талаківка міста Маріуполь Донецької області, судимість відсутня, суб’єкт висування – ПОЛІТИЧНА ПАРТІЯ ""СЛУГА НАРОДУ"".",політична партія слуга народу,2019-06-25,M,39.0,1980-02-19,city_village head,проживає в смт Талаківка міста Маріуполь Донецької області,Other,57.0,,0.0,0,,42.5,,blue,False,False,0.0,yes,orange,,,0.0,0.30831218,1.6156626,0.19082709
Куршев Андрій Юрійович,,,57,Донецька область,2019,"народився 4 червня 1977 року в місті Першотравенськ Дніпропетровської області, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, директор, ТОВ ""Спецтрейдинг"", безпартійний, проживає в місті Покровськ Донецької області, судимість відсутня, самовисування.",самовисування,2019-06-15,M,42.0,1977-06-04,директор,проживає в місті Покровськ Донецької області,Other,57.0,,0.0,0,,42.5,,blue,False,False,0.0,no,grey,,,0.0,0.20527844,1.6156626,0.12705527
Новинський Вадим Владиславович,,,57,Донецька область,2019,"народився 3 червня 1963 року в місті Стара Руса Новгородської області, Російська Федерація, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, народний депутат України, член Політичної партії ""ОПОЗИЦІЙНИЙ БЛОК"", проживає в місті Києві, судимість відсутня, суб’єкт висування – Політична партія ""ОПОЗИЦІЙНИЙ БЛОК"".",політична партія опозиційний блок,2019-06-25,M,56.0,1963-06-03,народний депутат України,проживає в місті Києві,політична партія опозиційний блок,57.0,Вілкул Олександр,20.2036595067621,19047,,42.5,,blue,True,True,0.0,no,blue,,,0.0,0.8224626,1.6156626,0.5090559
Мещеряков Олександр Олександрович,,,58,Донецька область,2019,"народився 4 травня 1980 року в місті Красний Луч Луганської області, громадянин України, протягом останніх п’яти років проживає на території України, освіта середня спеціальна, тимчасово не працює, безпартійний, проживає в місті Хрустальний Луганської області, судимість відсутня, самовисування.",самовисування,2019-06-20,M,39.0,1980-05-04,тимчасово не працює,проживає в місті Хрустальний Луганської області,Other,58.0,,0.0,0,,42.5,,blue,False,False,0.0,no,grey,,,0.0,0.20527844,1.5056187,0.13634159
Ліпіріді Олексій Дмитрович,,,58,Донецька область,2019,"народився 1 травня 1975 року в місті Києві, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, радник, Федерація грецьких товариств України, безпартійний, проживає в місті Києві, судимість відсутня, самовисування.",самовисування,2019-06-19,M,44.0,1975-05-01,Other,проживає в місті Києві,Other,58.0,,0.0,0,,42.5,,blue,False,False,0.0,no,grey,,,0.0,0.20527844,1.5056187,0.13634159
Дьяконов Андрій Петрович,,,58,Донецька область,2019,"народився 12 квiтня 1967 року в місті Маріуполь Донецької області, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, директор, ПП ""Олнайт"", безпартійний, проживає в місті Маріуполь Донецької області, судимість відсутня, самовисування.",самовисування,2019-06-21,M,52.0,1967-04-12,директор,проживає в місті Маріуполь Донецької області,Other,58.0,,0.0,0,,42.5,,blue,False,False,0.0,no,grey,,,0.0,0.20081735,1.5056187,0.13337862
Дубовий Артем Владиславович,,,58,Донецька область,2019,"народився 18 сiчня 1976 року в місті Маріуполь Донецької області, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, тимчасово не працює, член політичної партії Всеукраїнське об’єднання ""Свобода"", проживає в місті Маріуполь Донецької області, судимість відсутня, суб’єкт висування – політична партія Всеукраїнське об’єднання ""Свобода"".",політична партія всеукраїнське обєднання свобода,2019-06-25,M,43.0,1976-01-18,тимчасово не працює,проживає в місті Маріуполь Донецької області,політична партія всеукраїнське обєднання свобода,58.0,Кошулинський Руслан,0.228526060554042,213,,42.5,,blue,False,False,0.0,no,orange,,,0.0,0.44361356,1.5056187,0.29463872
Онацький Валерій Анатолійович,,,58,Донецька область,2019,"народився 19 серпня 1974 року в селі Зелений Яр Володарського району Донецької області, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, голова, садівницьке товариство ""Коксохімовець"", безпартійний, проживає в місті Маріуполь Донецької області, судимість відсутня, самовисування.",самовисування,2019-06-21,M,45.0,1974-08-19,голова,проживає в місті Маріуполь Донецької області,Other,58.0,,0.0,0,,42.5,,blue,False,False,0.0,no,grey,,,0.0,0.4506309,1.5056187,0.29929948
Катунін Денис Вікторович,,,59,Донецька область,2019,"народився 14 жовтня 1978 року в місті Горлівка Донецької області, громадянин України, протягом останніх п’яти років проживає на території України, освіта загальна середня, тимчасово не працює, безпартійний, проживає в місті Бердянськ Запорізької області, судимість відсутня, самовисування.",самовисування,2019-06-22,M,41.0,1978-10-14,тимчасово не працює,проживає в місті Бердянськ Запорізької області,Other,59.0,,0.0,0,,42.5,,blue,False,False,0.0,no,grey,,,0.0,0.3216802,2.243934,0.14335546
Сажко Сергій Миколайович,,,59,Донецька область,2019,"народився 19 липня 1969 року в селі Ганнівка Мар’їнського району Донецької області, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, народний депутат України, безпартійний, проживає в селі Ганнівка Мар’їнського району Донецької області, судимість відсутня, самовисування.",самовисування,2019-06-10,M,50.0,1969-07-19,народний депутат України,проживає в селі Ганнівка Мар’їнського району Донецької області,Other,59.0,,0.0,0,,42.5,,blue,True,True,0.0,no,grey,,True,0.0,0.92892253,2.243934,0.41397053
Мороз Володимир Вікторович,,,59,Донецька область,2019,"народився 24 жовтня 1967 року в місті Курахове Мар’їнського району Донецької області, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, голова, Мар’їнська районна державна адміністрація, член Політичної партії ""ОПОЗИЦІЙНА ПЛАТФОРМА – ЗА ЖИТТЯ"", проживає в місті Курахове Мар’їнського району Донецької області, судимість відсутня, суб’єкт висування – Політична партія ""ОПОЗИЦІЙНА ПЛАТФОРМА – ЗА ЖИТТЯ"".",політична партія опозиційна платформа  за життя,2019-06-24,M,52.0,1967-10-24,голова,проживає в місті Курахове Мар’їнського району Донецької області,політична партія опозиційна платформа  за життя,59.0,Бойко Юрій,36.623426956045996,32129,,42.5,,blue,False,False,0.0,no,blue,,,0.0,0.40469563,2.243934,0.18035096
Єфіменко Федір Євгенович,,,59,Донецька область,2019,"народився 30 сiчня 1971 року в місті Гур’єв, Казахстан, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, заступник генерального директора, ТОВ ""Міжнародна транспортно-експедиторська компанія ""ІнтерТрансСервіс"", безпартійний, проживає в місті Маріуполь Донецької області, судимість відсутня, самовисування.",самовисування,2019-06-06,M,48.0,1971-01-30,заступник генерального директора,проживає в місті Маріуполь Донецької області,Other,59.0,,0.0,0,,42.5,,blue,False,False,0.0,no,grey,,,0.0,0.21719071,2.243934,0.09679016
