deputat	winner	year	oblast	tvo
Панасенко Іван Якимович 	False	2012	Полтавська область	№150
Колісник Юрій Олексійович 	False	2012	Полтавська область	№150
Мітіна Ірина Валентинівна 	False	2012	Полтавська область	№150
Кафізов Денис Валерійович 	False	2012	Полтавська область	№150
Сичевський Анатолій Павлович 	False	2012	Полтавська область	№150
Кутовий Тарас Вікторович 	True	2012	Полтавська область	№151
Овчаренко Людмила Миколаївна 	False	2012	Полтавська область	№151
Кривошей Михайло Михайлович 	False	2012	Полтавська область	№151
Дмитренко Григорій Миколайович 	False	2012	Полтавська область	№151
Жуковець Сергій Павлович 	False	2012	Полтавська область	№151
Бульба Степан Степанович 	False	2012	Полтавська область	№151
Крат Ірма Миколаївна 	False	2012	Полтавська область	№151
Свиридюк Роман Володимирович 	False	2012	Полтавська область	№151
Туник Іван Семенович 	False	2012	Полтавська область	№151
Полупан Володимир Артемович 	False	2012	Полтавська область	№151
Осуховський Олег Іванович 	True	2012	Рівненська область	№152
Червонюк Олег Казимирович 	False	2012	Рівненська область	№152
Матчук Віктор Йосипович 	False	2012	Рівненська область	№152
Хомко Володимир Євгенович 	False	2012	Рівненська область	№152
Грицак Віталій Миколайович 	False	2012	Рівненська область	№152
Шумелянко Микола Богданович 	False	2012	Рівненська область	№152
Коваль Роман Ярославович 	False	2012	Рівненська область	№152
Поровський Микола Іванович 	False	2012	Рівненська область	№152
Поліщук Олександр Петрович 	False	2012	Рівненська область	№152
Мартиросян Вілен Арутюнович 	False	2012	Рівненська область	№152
Мартинов Олексій Юрійович 	False	2012	Рівненська область	№152
Кирилюк Валентин Володимирович 	False	2012	Рівненська область	№152
Атаманчук Геннадій Андрійович 	False	2012	Рівненська область	№152
Вознюк Юрій Володимирович 	True	2012	Рівненська область	№153
Юхименко Анатолій Олексійович 	False	2012	Рівненська область	№153
Хахльов Олексій Володимирович 	False	2012	Рівненська область	№153
Заєць Іван Олександрович 	False	2012	Рівненська область	№153
Шавурський Валентин Броніславович 	False	2012	Рівненська область	№153
Музичко Олександр Іванович 	False	2012	Рівненська область	№153
Лебедюк Назарій Віталійович 	False	2012	Рівненська область	№153
Нікішин Олександр Олександрович 	False	2012	Рівненська область	№153
Королюк Валентин Анатолійович 	True	2012	Рівненська область	№154
Корилкевич Данило Михайлович 	False	2012	Рівненська область	№154
Костючко Сергій Степанович 	False	2012	Рівненська область	№154
Тимощук Василь Олексійович 	False	2012	Рівненська область	№154
Вознюк Олександр Михайлович 	False	2012	Рівненська область	№154
Кравець Дмитро Володимирович 	False	2012	Рівненська область	№154
Бернацький Павло Васильович 	False	2012	Рівненська область	№154
Семенюк Роман Володимирович 	False	2012	Рівненська область	№154
Кушнірук Борис Борисович 	False	2012	Рівненська область	№154
Пшеюк Ігор Леонідович 	False	2012	Рівненська область	№154
Сорока Микола Петрович 	True	2012	Рівненська область	№155
Кошин Сергій Мефодійович 	False	2012	Рівненська область	№155
Яніцький Василь Петрович 	False	2012	Рівненська область	№155
Кушнір Микола Захарович 	False	2012	Рівненська область	№155
Бобрик Олександр Онуфрійович 	False	2012	Рівненська область	№155
Бурма Віталій Адамович 	False	2012	Рівненська область	№155
Кучерук Микола Герасимович 	True	2012	Рівненська область	№156
Шершун Микола Харитонович 	False	2012	Рівненська область	№156
Данильчук Олександр Юрійович 	False	2012	Рівненська область	№156
Добриднік Микола Мусійович 	False	2012	Рівненська область	№156
Корнійко Роман Іванович 	False	2012	Рівненська область	№156
Циганенко Андрій Володимирович 	False	2012	Рівненська область	№156
Старовецький Володимир Миколайович 	False	2012	Рівненська область	№156
Федас Віктор Васильович 	False	2012	Рівненська область	№156
Гречко Володимир Васильович 	False	2012	Рівненська область	№156
Овчинніков Сергій Михайлович 	False	2012	Рівненська область	№156
Максимов Олександр Іванович 	False	2012	Рівненська область	№156
Сухан Віктор Григорович 	False	2012	Рівненська область	№156
Кособуцький Олексій Миколайович 	False	2012	Рівненська область	№156
Медуниця Олег Вячеславович 	True	2012	Сумська область	№157
Єпіфанов Анатолій Олександрович 	False	2012	Сумська область	№157
Мовчан Олексій Леонідович 	False	2012	Сумська область	№157
Маркевич Валентина Володимирівна 	False	2012	Сумська область	№157
Тєлєтов Олександр Сергійович 	False	2012	Сумська область	№157
Мотречко Віра Володимирівна 	False	2012	Сумська область	№157
Федина Олексій Миколайович 	False	2012	Сумська область	№157
Шестак Олег В’ячеславович 	False	2012	Сумська область	№157
Коробка Олександр Степанович 	False	2012	Сумська область	№157
Мордовець Леонід Михайлович 	False	2012	Сумська область	№157
Ананченко Олег Миколайович 	False	2012	Сумська область	№157
Юрченко Володимир Сергійович 	False	2012	Сумська область	№157
Перчаков Олександр Григорович 	False	2012	Сумська область	№157
Матвєєнко Євген Георгійович 	False	2012	Сумська область	№157
Волков Олександр Михайлович 	True	2012	Сумська область	№158
Костенко Олександр Михайлович 	False	2012	Сумська область	№158
Сугоняко Олександр Леонідович 	False	2012	Сумська область	№158
Токар Володимир Миколайович 	False	2012	Сумська область	№158
Дружченко Андрій Вікторович 	False	2012	Сумська область	№158
Кіріченко Сергій Єфремович 	False	2012	Сумська область	№158
Приходько Катерина Степанівна 	False	2012	Сумська область	№158
Макаренко Павло Дмитрович 	False	2012	Сумська область	№158
Бондаренко Євген Володимирович 	False	2012	Сумська область	№158
Сергієнко Сергій Анатолійович 	False	2012	Сумська область	№158
Парфило Валерій Андрійович 	False	2012	Сумська область	№158
Деркач Андрій Леонідович 	True	2012	Сумська область	№159
Семеніхін Артем Юрійович 	False	2012	Сумська область	№159
Московченко Віктор Васильович 	False	2012	Сумська область	№159
Кубраков Сергій Володимирович 	False	2012	Сумська область	№159
Шульга Микола Іванович 	False	2012	Сумська область	№159
Любивий Володимир Анатолійович 	False	2012	Сумська область	№159
Кравченко Світлана Анатоліївна 	False	2012	Сумська область	№159
Доля Олексій Васильович 	False	2012	Сумська область	№159
Петрук Ольга Андріївна 	False	2012	Сумська область	№159
Молоток Ігор Федорович 	True	2012	Сумська область	№160
Нога Микола Петрович 	False	2012	Сумська область	№160
Талала Сергій Миколайович 	False	2012	Сумська область	№160
Рябченко Олег Миколайович 	False	2012	Сумська область	№160
Гінзбург Ольга Петрівна 	False	2012	Сумська область	№160
Нога Микола Олександрович 	False	2012	Сумська область	№160
Демидко Віталій Олегович 	False	2012	Сумська область	№160
Балабан Наталія Володимирівна 	False	2012	Сумська область	№160
Яровий Андрій Михайлович 	False	2012	Сумська область	№160
Ходькова Аліна Миколаївна 	False	2012	Сумська область	№160
Білоус Інна Василівна 	False	2012	Сумська область	№160
Стриженко Микола Миколайович 	False	2012	Сумська область	№160
Ружина Анастасія Олегівна 	False	2012	Сумська область	№160
Благодир Андрій Валерійович 	False	2012	Сумська область	№160
Білоус Василь Васильович 	False	2012	Сумська область	№160
Портянко Максим Андрійович 	False	2012	Сумська область	№160
Петько Сергій Валентинович 	False	2012	Сумська область	№160
Шульга Володимир Петрович 	True	2012	Сумська область	№161
Саєнко Олександр Іванович 	False	2012	Сумська область	№161
Ющенко Петро Андрійович 	False	2012	Сумська область	№161
Позняк Віталій Степанович 	False	2012	Сумська область	№161
Коломієць Віталій Миколайович 	False	2012	Сумська область	№161
Непочатов Олександр Миколайович 	False	2012	Сумська область	№161
Ващенко Олександр Григорович 	False	2012	Сумська область	№161
Андрусенко Микола Андрійович 	False	2012	Сумська область	№161
Солдатенко Надія Олексіївна 	False	2012	Сумська область	№161
Хоменко Альберт Анатолійович 	False	2012	Сумська область	№161
Храпатий Віктор Федорович 	False	2012	Сумська область	№161
Моісеєнко Віталій Володимирович 	False	2012	Сумська область	№161
Купрейчик Ірина Валеріївна 	True	2012	Сумська область	№162
Дашутін Григорій Петрович 	False	2012	Сумська область	№162
Бова Юрій Анатолійович 	False	2012	Сумська область	№162
Даниленко Володимир Андрійович 	False	2012	Сумська область	№162
Волощук Віталій Володимирович 	False	2012	Сумська область	№162
Федірко Петро Трохимович 	False	2012	Сумська область	№162
Лепков Олексій Анатолійович 	False	2012	Сумська область	№162
Кайда Олексій Петрович 	True	2012	Тернопільська область	№163
Максимов Віталій Вікторович 	False	2012	Тернопільська область	№163
Ратушняк Михайло Михайлович 	False	2012	Тернопільська область	№163
Пастух Тарас Тимофійович 	False	2012	Тернопільська область	№163
Олійник Юрій Володимирович 	False	2012	Тернопільська область	№163
Федик Павло Дмитрович 	False	2012	Тернопільська область	№163
Паразінський Василь Адольфович 	False	2012	Тернопільська область	№163
Вадзюк Степан Несторович 	False	2012	Тернопільська область	№163
Давидович Ярослав Васильович 	False	2012	Тернопільська область	№163
Кухар Володимир Богданович 	False	2012	Тернопільська область	№163
Копак Мирослав Петрович 	False	2012	Тернопільська область	№163
Григорій Микола Євгенович 	False	2012	Тернопільська область	№163
Стецюк Володимир Михайлович 	False	2012	Тернопільська область	№163
Головко Михайло Йосифович 	True	2012	Тернопільська область	№164
Клименко Володимир Олександрович 	False	2012	Тернопільська область	№164
Муц Орест Павлович 	False	2012	Тернопільська область	№164
Ломакович Віталій Афанасійович 	False	2012	Тернопільська область	№164
Гульовський Володимир Орестович 	False	2012	Тернопільська область	№164
Ковальчук Іван Григорович 	False	2012	Тернопільська область	№164
Бочаров Михайло Григорович 	False	2012	Тернопільська область	№164
Липка Василь Іванович 	False	2012	Тернопільська область	№164
Будкевич Андрій Андрійович 	False	2012	Тернопільська область	№164
Негода Любомир Миколайович 	False	2012	Тернопільська область	№164
Самойлович Костянтин Альбінович 	False	2012	Тернопільська область	№164
Пліш Іван Едуардович 	False	2012	Тернопільська область	№164
Тарасенко Андрій Іванович 	False	2012	Тернопільська область	№164
Бойко Володимир Богданович 	True	2012	Тернопільська область	№165
Чайківський Іван Адамович 	False	2012	Тернопільська область	№165
Петровський Володимир Михайлович 	False	2012	Тернопільська область	№165
Болєщук Володимир Михайлович 	False	2012	Тернопільська область	№165
Бойко Володимир Іванович 	False	2012	Тернопільська область	№165
Вихрущ Анатолій Володимирович 	False	2012	Тернопільська область	№165
Ткач Володимир Михайлович 	False	2012	Тернопільська область	№165
Баранов Костянтин Володимирович 	False	2012	Тернопільська область	№165
Шевчук Олексій Панасович 	False	2012	Тернопільська область	№165
Шевченко Лілія Антонівна 	False	2012	Тернопільська область	№165
Апостол Михайло Володимирович 	True	2012	Тернопільська область	№166
Давиденко Андрій Анатолійович 	False	2012	Тернопільська область	№166
Люшняк Микола Володимирович 	False	2012	Тернопільська область	№166
Хоптян Надія Андріївна 	False	2012	Тернопільська область	№166
Савчук Михайло Дмитрович 	False	2012	Тернопільська область	№166
Стецюк Тетяна Іванівна 	False	2012	Тернопільська область	№166
Півторак Роман Євстахійович 	False	2012	Тернопільська область	№166
Стойко Іван Михайлович 	True	2012	Тернопільська область	№167
Бедриківський Володимир Володимирович 	False	2012	Тернопільська область	№167
Чижмарь Юрій Васильович 	False	2012	Тернопільська область	№167
Козак Тарас Мирославович 	False	2012	Тернопільська область	№167
Полянчич Михайло Михайлович 	False	2012	Тернопільська область	№167
Чубак Василь Володимирович 	False	2012	Тернопільська область	№167
Ваврик Олег Володимирович 	False	2012	Тернопільська область	№167
Величко Володимир Омелянович 	False	2012	Тернопільська область	№167
Скакун Людмила Петрівна 	False	2012	Тернопільська область	№167
Віват Іван Осипович 	False	2012	Тернопільська область	№167
Холоднюк Павло Васильович 	False	2012	Тернопільська область	№167
Білаш Михайло Федорович 	False	2012	Тернопільська область	№167
Петренко Сергій Петрович 	False	2012	Тернопільська область	№167
Писаренко Валерій Володимирович 	True	2012	Харківська область	№168
Балута Ігор Миронович 	False	2012	Харківська область	№168
Осетров Олександр Павлович 	False	2012	Харківська область	№168
Жван Вікторія Вікторівна 	False	2012	Харківська область	№168
Майорченко Віктор Нестерович 	False	2012	Харківська область	№168
Бартащук Віталій Олексійович 	False	2012	Харківська область	№168
Коновалов Сергій Миколайович 	False	2012	Харківська область	№168
Кошель Володимир Іванович 	False	2012	Харківська область	№168
Котляр Андрій Олексійович 	False	2012	Харківська область	№168
Бережна Ірина Григоріївна 	True	2012	Харківська область	№169
Кірш Олександр Вікторович 	False	2012	Харківська область	№169
Сидорченко Віктор Олександрович 	False	2012	Харківська область	№169
Білогрищенко Андрій Іванович 	False	2012	Харківська область	№169
Стеценко Ігор Олександрович 	False	2012	Харківська область	№169
Старих Олег Анатолійович 	False	2012	Харківська область	№169
Почапський Максим Дмитрович 	False	2012	Харківська область	№169
Святаш Дмитро Володимирович 	True	2012	Харківська область	№170
Александровська Алла Олександрівна 	False	2012	Харківська область	№170
Авдєєва Лілія Геннадіївна 	False	2012	Харківська область	№170
Котуков Олександр Анатолійович 	False	2012	Харківська область	№170
Тарасенко Анатолій Володимирович 	False	2012	Харківська область	№170
Середа Анатолій Миколайович 	False	2012	Харківська область	№170
Карбань Ігор Семенович 	False	2012	Харківська область	№170
Горіна Ірина Анатоліївна 	True	2012	Харківська область	№171
Малюга Валерій Олегович 	False	2012	Харківська область	№171
Шелехов Віталій Вікторович 	False	2012	Харківська область	№171
Азарова Наталія Миколаївна 	False	2012	Харківська область	№171
Вітер Геннадій Романович 	False	2012	Харківська область	№171
Тупікін Ігор Юрійович 	False	2012	Харківська область	№171
Заліван Олександр Володимирович 	False	2012	Харківська область	№171
Розсоха Володимир Васильович 	False	2012	Харківська область	№171
Ковальковський Володимир Васильович 	False	2012	Харківська область	№171
Шаповал Валентина Дмитрівна 	False	2012	Харківська область	№171
Бондаренко Олександр Володимирович 	False	2012	Харківська область	№171
Мамаєв Олександр Федорович 	False	2012	Харківська область	№171
Мисик Володимир Юрійович 	True	2012	Харківська область	№172
Приліпко Віталій Вікторович 	False	2012	Харківська область	№172
Обрядін Володимир Владиславович 	False	2012	Харківська область	№172
Каплін Євген Володимирович 	False	2012	Харківська область	№172
Дяків Богдан Степанович 	False	2012	Харківська область	№172
Штучний Михайло Миколайович 	False	2012	Харківська область	№172
Іванов Володимир Миколайович 	False	2012	Харківська область	№172
Оглоданий Андрій Романович 	False	2012	Харківська область	№172
Денисенко Анатолій Петрович 	True	2012	Харківська область	№173
Старков Костянтин Олександрович 	False	2012	Харківська область	№173
Салигін Васілій Вікторовіч 	False	2012	Харківська область	№173
Туренко Іван Андрійович 	False	2012	Харківська область	№173
Ханафеєв Владислав Олексійович 	False	2012	Харківська область	№173
Христенко Юрій Петрович 	False	2012	Харківська область	№173
Картельов Микола Михайлович 	False	2012	Харківська область	№173
Фельдман Олександр Борисович 	True	2012	Харківська область	№174
Петрик Сергій Володимирович 	False	2012	Харківська область	№174
Луценко Ігор Іванович 	False	2012	Харківська область	№174
Дебелий Олег Віталійович 	False	2012	Харківська область	№174
Тищенко Павло Васильович 	False	2012	Харківська область	№174
Шевченко Жанна Олександрівна 	False	2012	Харківська область	№174
Мірошніков Віталій Юрійович 	False	2012	Харківська область	№174
Чорний Дмитро Валентинович 	False	2012	Харківська область	№174
Фукс Андрій Едуардович 	False	2012	Харківська область	№174
Кацуба Володимир Михайлович 	True	2012	Харківська область	№175
Варченко Іван Григорович 	False	2012	Харківська область	№175
Безрученко Володимир Олександрович 	False	2012	Харківська область	№175
Коробка Юрій Олексійович 	False	2012	Харківська область	№175
Третьяк Вікторія Валеріївна 	False	2012	Харківська область	№175
Шенцев Дмитро Олексійович 	True	2012	Харківська область	№176
Гавриш Степан Богданович 	False	2012	Харківська область	№176
Черкашин Юрій Анатолійович 	False	2012	Харківська область	№176
Клімко Віталій Валерійович 	False	2012	Харківська область	№176
Федоровський Геннадій Анатолійович 	False	2012	Харківська область	№176
Бугрєєв Сергій Іванович 	False	2012	Харківська область	№176
Остапчук Віктор Миколайович 	True	2012	Харківська область	№177
Ровчак Андрій Яковлевич 	False	2012	Харківська область	№177
Фомичевський Анатолій Станіславович 	False	2012	Харківська область	№177
Рочняк Сергій Дмитрович 	False	2012	Харківська область	№177
Пивовар Григорій Вікторович 	False	2012	Харківська область	№177
Васильєв Микола Валерійович 	False	2012	Харківська область	№177
Беденко Сергій Олексійович 	False	2012	Харківська область	№177
Добкін Дмитро Маркович 	True	2012	Харківська область	№178
Федотов Геннадій Олексійович 	False	2012	Харківська область	№178
Прокопенко Петро Андрійович 	False	2012	Харківська область	№178
Дергунов Юрій Юлійович 	False	2012	Харківська область	№178
Борисенко Олег Вячеславович 	False	2012	Харківська область	№178
Гіршфельд Анатолій Мусійович 	True	2012	Харківська область	№179
Петренко Сергій Миколайович 	False	2012	Харківська область	№179
Ярещенко Михайло Євгенович 	False	2012	Харківська область	№179
Полковниченко Олександр Миколайович 	False	2012	Харківська область	№179
Шахматенко Сергій Іванович 	False	2012	Харківська область	№179
Мішуровська Світлана Тимофіївна 	False	2012	Харківська область	№179
Ткаченко Олександр Іванович 	False	2012	Харківська область	№179
Тимошенко Володимир Миколайович 	False	2012	Харківська область	№179
Біловол Олександр Миколайович 	True	2012	Харківська область	№180
Дмитрієв Анатолій Анатолійович 	False	2012	Харківська область	№180
Пелехатий Олександр Олексійович 	False	2012	Харківська область	№180
Логінов Віталій Вікторович 	False	2012	Харківська область	№180
Нагорний Олексій Павлович 	False	2012	Харківська область	№180
Салюк Іван Лукич 	False	2012	Харківська область	№180
Мураєв Євгеній Володимирович 	True	2012	Харківська область	№181
Ярмолюк Михайло Михайлович 	False	2012	Харківська область	№181
Веніславський Федір Володимирович 	False	2012	Харківська область	№181
Ребров Олександр Володимирович 	False	2012	Харківська область	№181
Легеза Галина Василівна 	False	2012	Харківська область	№181
Макаренко Валерій Сергійович 	False	2012	Харківська область	№181
Дзябко Віктор Васильович 	False	2012	Харківська область	№181
Кадимян Артур Місакович 	False	2012	Харківська область	№181
Сальдо Володимир Васильович 	True	2012	Херсонська область	№182
Урсуленко Олексій Анатолійович 	False	2012	Херсонська область	№182
Найдьонов Андрій Михайлович 	False	2012	Херсонська область	№182
Мальцев Устин Валерійович 	False	2012	Херсонська область	№182
Захарченко Ігор Георгійович 	False	2012	Херсонська область	№182
Ткач Олексій Олександрович 	False	2012	Херсонська область	№182
Путілов Андрій Станіславович 	True	2012	Херсонська область	№183
Федін Василь Вікторович 	False	2012	Херсонська область	№183
Лахнеко Олег Іванович 	False	2012	Херсонська область	№183
Поддубченко Ігор Іванович 	False	2012	Херсонська область	№183
Назарян Євген Григорович 	False	2012	Херсонська область	№183
Бичковський Юрій Олегович 	False	2012	Херсонська область	№183
Лебедєв Олександр Павлович 	False	2012	Херсонська область	№183
Романченко Борис Володимирович 	False	2012	Херсонська область	№183
Тишкевич Олексій Володимирович 	False	2012	Херсонська область	№183
Попутько Юрій Анатолійович 	False	2012	Херсонська область	№183
Мусійко Вадим Юрійович 	False	2012	Херсонська область	№183
Вандрашек Вячеслав Павлович 	False	2012	Херсонська область	№183
Дмитрук Микола Ілліч 	True	2012	Херсонська область	№184
Вінник Іван Юлійович 	False	2012	Херсонська область	№184
Севрюков Георгій Іванович 	False	2012	Херсонська область	№184
Терлецький Юрій Сергійович 	False	2012	Херсонська область	№184
Стретович Володимир Миколайович 	False	2012	Херсонська область	№184
Сіленков Борис Віталійович 	False	2012	Херсонська область	№184
Литвин Ігор Йосипович 	False	2012	Херсонська область	№184
Діденко Сергій Володимирович 	False	2012	Херсонська область	№184
Воличенко Роман Миколайович 	False	2012	Херсонська область	№184
Опанащенко Михайло Володимирович 	True	2012	Херсонська область	№185
Хлань Сергій Володимирович 	False	2012	Херсонська область	№185
Ніколаєнко Станіслав Миколайович 	False	2012	Херсонська область	№185
Тарановський Анатолій Федорович 	False	2012	Херсонська область	№185
Пінаєв Олександр Вікторович 	False	2012	Херсонська область	№185
Василенко Борис Олексійович 	False	2012	Херсонська область	№185
Ячменьов Володимир Миколайович 	False	2012	Херсонська область	№185
Коваленко Едуард Володимирович 	False	2012	Херсонська область	№185
Вєтрова Ірина Вікторівна 	False	2012	Херсонська область	№185
Бойко Володимир Михайлович 	False	2012	Херсонська область	№185
Єрьоменко Олег Анатолійович 	False	2012	Херсонська область	№185
Мартиненко Олег Анатолійович 	False	2012	Херсонська область	№185
Сопрун Сергій Іванович 	False	2012	Херсонська область	№185
Яковенко Андрій Олександрович 	False	2012	Херсонська область	№185
Негой Федір Федорович 	True	2012	Херсонська область	№186
Журавко Олексій Валерійович 	False	2012	Херсонська область	№186
Самойлик Катерина Семенівна 	False	2012	Херсонська область	№186
Гончарський Іван Львович 	False	2012	Херсонська область	№186
Твердовський Олександр Миколайович 	False	2012	Херсонська область	№186
Халупенко Денис Миколайович 	False	2012	Херсонська область	№186
Фролов Олексій Володимирович 	False	2012	Херсонська область	№186
Реуцький Іван Васильович 	False	2012	Херсонська область	№186
Сергеєв Сергій Олександрович 	False	2012	Херсонська область	№186
Лукашук Олег Григорович 	True	2012	Хмельницька область	№187
Слободян Олександр В’ячеславович 	False	2012	Хмельницька область	№187
Янчук Микола Андрійович 	False	2012	Хмельницька область	№187
Мельник Дмитро Лукіч 	False	2012	Хмельницька область	№187
Кабачинська Світлана Іллівна 	False	2012	Хмельницька область	№187
Дейнека Олег Володимирович 	False	2012	Хмельницька область	№187
Хижняк Сергій Юрійович 	False	2012	Хмельницька область	№187
Бойченко Ігор Петрович 	False	2012	Хмельницька область	№187
Лабазюк Сергій Петрович 	True	2012	Хмельницька область	№188
Коліщак Віктор Михайлович 	False	2012	Хмельницька область	№188
Беспалов Дмитро Анатолійович 	False	2012	Хмельницька область	№188
Мовчан Віталій Андрійович 	False	2012	Хмельницька область	№188
Гуцул Іван Володимирович 	False	2012	Хмельницька область	№188
Плюта Вадим Олександрович 	False	2012	Хмельницька область	№188
Туркот Микола Петрович 	False	2012	Хмельницька область	№188
Кліщ Віктор Васильович 	False	2012	Хмельницька область	№188
Кушнір Віктор Миколайович 	False	2012	Хмельницька область	№188
Теленько Богдан Петрович 	False	2012	Хмельницька область	№188
Божук Олександр Миколайович 	False	2012	Хмельницька область	№188
Шемчук Олександр Олександрович 	False	2012	Хмельницька область	№188
Співачук Вадим Володимирович 	False	2012	Хмельницька область	№188
Мазуренко Андрій Вікторович 	False	2012	Хмельницька область	№188
Шевчук Анатолій Петрович 	False	2012	Хмельницька область	№188
Селіфонтьєв Сергій Іванович 	False	2012	Хмельницька область	№188
Сабій Ігор Михайлович 	True	2012	Хмельницька область	№189
Олуйко Віталій Миколайович 	False	2012	Хмельницька область	№189
Буханевич Олександр Миколайович 	False	2012	Хмельницька область	№189
Шуляк Василь Корнійович 	False	2012	Хмельницька область	№189
Омельчук Ольга Іванівна 	False	2012	Хмельницька область	№189
Артемчук Анатолій Володимирович 	False	2012	Хмельницька область	№189
Яцков Борис Олександрович 	False	2012	Хмельницька область	№189
Глушаков Олексій Олександрович 	False	2012	Хмельницька область	№189
Лісовик Володимир Олексійович 	False	2012	Хмельницька область	№189
Побережний Анатолій Іванович 	False	2012	Хмельницька область	№189
Нечипорук Володимир Павлович 	False	2012	Хмельницька область	№189
Ткачук Ігор Васильович 	False	2012	Хмельницька область	№189
Шинкарук Володимир Володимирович 	False	2012	Хмельницька область	№189
Злакоман Сергій Леонідович 	False	2012	Хмельницька область	№189
Буряк Сергій Васильович 	True	2012	Хмельницька область	№190
Сидор Василь Богданович 	False	2012	Хмельницька область	№190
Побережна Анна Валеріївна 	False	2012	Хмельницька область	№190
Нагорна Віра Микитівна 	False	2012	Хмельницька область	№190
Дем’янов Анатолій Анатолійович 	False	2012	Хмельницька область	№190
Герасименко Олена Михайлівна 	False	2012	Хмельницька область	№190
Барабаш Віктор Васильович 	False	2012	Хмельницька область	№190
Халілов Рафаел Муршудович 	False	2012	Хмельницька область	№190
Бондар Віктор Васильович 	True	2012	Хмельницька область	№191
Дерикот Микола Васильович 	False	2012	Хмельницька область	№191
Мурза Валерій Григорович 	False	2012	Хмельницька область	№191
Шпак Василь Федорович 	False	2012	Хмельницька область	№191
Гнатюк Микола Григорович 	False	2012	Хмельницька область	№191
Корнійчук Ігор Володимирович 	False	2012	Хмельницька область	№191
Шпак Василь Володимирович 	False	2012	Хмельницька область	№191
Чиж Іван Сергійович 	False	2012	Хмельницька область	№191
Бондар Віктор Григорович 	False	2012	Хмельницька область	№191
Слободянюк Віталій Борисович 	False	2012	Хмельницька область	№191
Притула Михайло Михайлович 	False	2012	Хмельницька область	№191
Герега Олександр Володимирович 	True	2012	Хмельницька область	№192
Мусій Мирослав Ярославович 	False	2012	Хмельницька область	№192
Вінський Йосип Вікентійович 	False	2012	Хмельницька область	№192
Купчик Олег Леонідович 	False	2012	Хмельницька область	№192
Браславець Ольга Василівна 	False	2012	Хмельницька область	№192
Орлов Володимир Іванович 	False	2012	Хмельницька область	№192
Пятак Галина Василівна 	False	2012	Хмельницька область	№192
Довгань Валерій Іванович 	False	2012	Хмельницька область	№192
Свято Василь Петрович 	False	2012	Хмельницька область	№192
Мельниченко Володимир Володимирович 	True	2012	Хмельницька область	№193
Ярема Ростислав Тарасович 	False	2012	Хмельницька область	№193
Товкайло Василь Тихонович 	False	2012	Хмельницька область	№193
Шовкошитний Володимир Федорович 	False	2012	Хмельницька область	№193
Приступа Петро Адольфович 	False	2012	Хмельницька область	№193
Ковальчук Василь Іванович 	False	2012	Хмельницька область	№193
Білик Руслан Григорович 	False	2012	Хмельницька область	№193
Буденко Вячеслав Євгенійович 	False	2012	Хмельницька область	№193
Булатецький Микола Іванович 	True	2012	Черкаська область	№194
Жуковська Валентина Борисівна 	False	2012	Черкаська область	№194
Кондратенко Андрій Олександрович 	False	2012	Черкаська область	№194
Білоусов Віктор Федорович 	False	2012	Черкаська область	№194
